Focal_region,In_or_out,movement,total
"King County, Washington","Wayne County, Ohio",MOVEDOUT,0
"King County, Washington","Canadian County, Oklahoma",MOVEDIN,26
"King County, Washington","Canadian County, Oklahoma",MOVEDOUT,0
"King County, Washington","Cleveland County, Oklahoma",MOVEDIN,44
"King County, Washington","Cleveland County, Oklahoma",MOVEDOUT,44
"King County, Washington","Comanche County, Oklahoma",MOVEDIN,0
"King County, Washington","Comanche County, Oklahoma",MOVEDOUT,14
"King County, Washington","Dewey County, Oklahoma",MOVEDIN,0
"King County, Washington","Dewey County, Oklahoma",MOVEDOUT,13
"King County, Washington","Garfield County, Oklahoma",MOVEDIN,0
"King County, Washington","Garfield County, Oklahoma",MOVEDOUT,6
"King County, Washington","Kay County, Oklahoma",MOVEDIN,0
"King County, Washington","Kay County, Oklahoma",MOVEDOUT,7
"King County, Washington","Oklahoma County, Oklahoma",MOVEDIN,253
"King County, Washington","Oklahoma County, Oklahoma",MOVEDOUT,139
"King County, Washington","Okmulgee County, Oklahoma",MOVEDIN,0
"King County, Washington","Okmulgee County, Oklahoma",MOVEDOUT,10
"King County, Washington","Osage County, Oklahoma",MOVEDIN,0
"King County, Washington","Osage County, Oklahoma",MOVEDOUT,5
"King County, Washington","Ottawa County, Oklahoma",MOVEDIN,0
"King County, Washington","Ottawa County, Oklahoma",MOVEDOUT,16
"King County, Washington","Payne County, Oklahoma",MOVEDIN,11
"King County, Washington","Payne County, Oklahoma",MOVEDOUT,5
"King County, Washington","Pittsburg County, Oklahoma",MOVEDIN,0
"King County, Washington","Pittsburg County, Oklahoma",MOVEDOUT,16
"King County, Washington","Pottawatomie County, Oklahoma",MOVEDIN,0
"King County, Washington","Pottawatomie County, Oklahoma",MOVEDOUT,5
"King County, Washington","Tulsa County, Oklahoma",MOVEDIN,188
"King County, Washington","Tulsa County, Oklahoma",MOVEDOUT,63
"King County, Washington","Benton County, Oregon",MOVEDIN,242
"King County, Washington","Benton County, Oregon",MOVEDOUT,166
"King County, Washington","Clackamas County, Oregon",MOVEDIN,459
"King County, Washington","Clackamas County, Oregon",MOVEDOUT,234
"King County, Washington","Clatsop County, Oregon",MOVEDIN,77
"King County, Washington","Clatsop County, Oregon",MOVEDOUT,158
"King County, Washington","Columbia County, Oregon",MOVEDIN,51
"King County, Washington","Columbia County, Oregon",MOVEDOUT,0
"King County, Washington","Coos County, Oregon",MOVEDIN,21
"King County, Washington","Coos County, Oregon",MOVEDOUT,32
"King County, Washington","Crook County, Oregon",MOVEDIN,0
"King County, Washington","Crook County, Oregon",MOVEDOUT,3
"King County, Washington","Curry County, Oregon",MOVEDIN,0
"King County, Washington","Curry County, Oregon",MOVEDOUT,56
"King County, Washington","Deschutes County, Oregon",MOVEDIN,92
"King County, Washington","Deschutes County, Oregon",MOVEDOUT,185
"King County, Washington","Douglas County, Oregon",MOVEDIN,3
"King County, Washington","Douglas County, Oregon",MOVEDOUT,40
"King County, Washington","Hood River County, Oregon",MOVEDIN,33
"King County, Washington","Hood River County, Oregon",MOVEDOUT,54
"King County, Washington","Jackson County, Oregon",MOVEDIN,158
"King County, Washington","Jackson County, Oregon",MOVEDOUT,189
"King County, Washington","Jefferson County, Oregon",MOVEDIN,0
"King County, Washington","Jefferson County, Oregon",MOVEDOUT,9
"King County, Washington","Josephine County, Oregon",MOVEDIN,18
"King County, Washington","Josephine County, Oregon",MOVEDOUT,2
"King County, Washington","Klamath County, Oregon",MOVEDIN,0
"King County, Washington","Klamath County, Oregon",MOVEDOUT,112
"King County, Washington","Lane County, Oregon",MOVEDIN,566
"King County, Washington","Lane County, Oregon",MOVEDOUT,374
"King County, Washington","Lincoln County, Oregon",MOVEDIN,8
"King County, Washington","Lincoln County, Oregon",MOVEDOUT,46
"King County, Washington","Linn County, Oregon",MOVEDIN,44
"King County, Washington","Linn County, Oregon",MOVEDOUT,40
"King County, Washington","Malheur County, Oregon",MOVEDIN,146
"King County, Washington","Malheur County, Oregon",MOVEDOUT,13
"King County, Washington","Marion County, Oregon",MOVEDIN,291
"King County, Washington","Marion County, Oregon",MOVEDOUT,164
"King County, Washington","Multnomah County, Oregon",MOVEDIN,1927
"King County, Washington","Multnomah County, Oregon",MOVEDOUT,1560
"King County, Washington","Polk County, Oregon",MOVEDIN,0
"King County, Washington","Polk County, Oregon",MOVEDOUT,26
"King County, Washington","Tillamook County, Oregon",MOVEDIN,42
"King County, Washington","Tillamook County, Oregon",MOVEDOUT,8
"King County, Washington","Umatilla County, Oregon",MOVEDIN,0
"King County, Washington","Umatilla County, Oregon",MOVEDOUT,43
"King County, Washington","Union County, Oregon",MOVEDIN,0
"King County, Washington","Union County, Oregon",MOVEDOUT,22
"King County, Washington","Wallowa County, Oregon",MOVEDIN,0
"King County, Washington","Wallowa County, Oregon",MOVEDOUT,19
"King County, Washington","Wasco County, Oregon",MOVEDIN,25
"King County, Washington","Wasco County, Oregon",MOVEDOUT,5
"King County, Washington","Washington County, Oregon",MOVEDIN,706
"King County, Washington","Washington County, Oregon",MOVEDOUT,843
"King County, Washington","Yamhill County, Oregon",MOVEDIN,123
"King County, Washington","Yamhill County, Oregon",MOVEDOUT,170
"King County, Washington","Adams County, Pennsylvania",MOVEDIN,53
"King County, Washington","Adams County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Allegheny County, Pennsylvania",MOVEDIN,382
"King County, Washington","Allegheny County, Pennsylvania",MOVEDOUT,256
"King County, Washington","Bedford County, Pennsylvania",MOVEDIN,28
"King County, Washington","Bedford County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Berks County, Pennsylvania",MOVEDIN,8
"King County, Washington","Berks County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Bucks County, Pennsylvania",MOVEDIN,0
"King County, Washington","Bucks County, Pennsylvania",MOVEDOUT,62
"King County, Washington","Cambria County, Pennsylvania",MOVEDIN,0
"King County, Washington","Cambria County, Pennsylvania",MOVEDOUT,1
"King County, Washington","Crawford County, Pennsylvania",MOVEDIN,50
"King County, Washington","Crawford County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Cumberland County, Pennsylvania",MOVEDIN,0
"King County, Washington","Cumberland County, Pennsylvania",MOVEDOUT,8
"King County, Washington","Dauphin County, Pennsylvania",MOVEDIN,0
"King County, Washington","Dauphin County, Pennsylvania",MOVEDOUT,9
"King County, Washington","Delaware County, Pennsylvania",MOVEDIN,45
"King County, Washington","Delaware County, Pennsylvania",MOVEDOUT,36
"King County, Washington","Erie County, Pennsylvania",MOVEDIN,0
"King County, Washington","Erie County, Pennsylvania",MOVEDOUT,10
"King County, Washington","Greene County, Pennsylvania",MOVEDIN,0
"King County, Washington","Greene County, Pennsylvania",MOVEDOUT,2
"King County, Washington","Lackawanna County, Pennsylvania",MOVEDIN,0
"King County, Washington","Lackawanna County, Pennsylvania",MOVEDOUT,10
"King County, Washington","Lancaster County, Pennsylvania",MOVEDIN,63
"King County, Washington","Lancaster County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Lehigh County, Pennsylvania",MOVEDIN,37
"King County, Washington","Lehigh County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Luzerne County, Pennsylvania",MOVEDIN,18
"King County, Washington","Luzerne County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Monroe County, Pennsylvania",MOVEDIN,8
"King County, Washington","Monroe County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Montgomery County, Pennsylvania",MOVEDIN,97
"King County, Washington","Montgomery County, Pennsylvania",MOVEDOUT,49
"King County, Washington","Montour County, Pennsylvania",MOVEDIN,21
"King County, Washington","Montour County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Northampton County, Pennsylvania",MOVEDIN,53
"King County, Washington","Northampton County, Pennsylvania",MOVEDOUT,23
"King County, Washington","Philadelphia County, Pennsylvania",MOVEDIN,309
"King County, Washington","Philadelphia County, Pennsylvania",MOVEDOUT,415
"King County, Washington","Pike County, Pennsylvania",MOVEDIN,118
"King County, Washington","Pike County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Susquehanna County, Pennsylvania",MOVEDIN,0
"King County, Washington","Susquehanna County, Pennsylvania",MOVEDOUT,8
"King County, Washington","Washington County, Pennsylvania",MOVEDIN,47
"King County, Washington","Washington County, Pennsylvania",MOVEDOUT,0
"King County, Washington","Bristol County, Rhode Island",MOVEDIN,56
"King County, Washington","Bristol County, Rhode Island",MOVEDOUT,0
"King County, Washington","Newport County, Rhode Island",MOVEDIN,123
"King County, Washington","Newport County, Rhode Island",MOVEDOUT,15
"King County, Washington","Providence County, Rhode Island",MOVEDIN,86
"King County, Washington","Providence County, Rhode Island",MOVEDOUT,105
"King County, Washington","Anderson County, South Carolina",MOVEDIN,9
"King County, Washington","Anderson County, South Carolina",MOVEDOUT,0
"King County, Washington","Beaufort County, South Carolina",MOVEDIN,0
"King County, Washington","Beaufort County, South Carolina",MOVEDOUT,169
"King County, Washington","Berkeley County, South Carolina",MOVEDIN,36
"King County, Washington","Berkeley County, South Carolina",MOVEDOUT,97
"King County, Washington","Charleston County, South Carolina",MOVEDIN,101
"King County, Washington","Charleston County, South Carolina",MOVEDOUT,52
"King County, Washington","Cherokee County, South Carolina",MOVEDIN,43
"King County, Washington","Cherokee County, South Carolina",MOVEDOUT,0
"King County, Washington","Dorchester County, South Carolina",MOVEDIN,11
"King County, Washington","Dorchester County, South Carolina",MOVEDOUT,0
"King County, Washington","Greenville County, South Carolina",MOVEDIN,37
"King County, Washington","Greenville County, South Carolina",MOVEDOUT,13
"King County, Washington","Horry County, South Carolina",MOVEDIN,54
"King County, Washington","Horry County, South Carolina",MOVEDOUT,20
"King County, Washington","Jasper County, South Carolina",MOVEDIN,0
"King County, Washington","Jasper County, South Carolina",MOVEDOUT,21
"King County, Washington","Lexington County, South Carolina",MOVEDIN,11
"King County, Washington","Lexington County, South Carolina",MOVEDOUT,29
"King County, Washington","Oconee County, South Carolina",MOVEDIN,0
"King County, Washington","Oconee County, South Carolina",MOVEDOUT,28
"King County, Washington","Richland County, South Carolina",MOVEDIN,32
"King County, Washington","Richland County, South Carolina",MOVEDOUT,121
"King County, Washington","Spartanburg County, South Carolina",MOVEDIN,37
"King County, Washington","Spartanburg County, South Carolina",MOVEDOUT,14
"King County, Washington","York County, South Carolina",MOVEDIN,143
"King County, Washington","York County, South Carolina",MOVEDOUT,0
"King County, Washington","Brown County, South Dakota",MOVEDIN,0
"King County, Washington","Brown County, South Dakota",MOVEDOUT,4
"King County, Washington","Charles Mix County, South Dakota",MOVEDIN,0
"King County, Washington","Charles Mix County, South Dakota",MOVEDOUT,5
"King County, Washington","Clay County, South Dakota",MOVEDIN,241
"King County, Washington","Clay County, South Dakota",MOVEDOUT,0
"King County, Washington","Fall River County, South Dakota",MOVEDIN,21
"King County, Washington","Fall River County, South Dakota",MOVEDOUT,0
"King County, Washington","Minnehaha County, South Dakota",MOVEDIN,148
"King County, Washington","Minnehaha County, South Dakota",MOVEDOUT,0
"King County, Washington","Pennington County, South Dakota",MOVEDIN,69
"King County, Washington","Pennington County, South Dakota",MOVEDOUT,0
"King County, Washington","Perkins County, South Dakota",MOVEDIN,8
"King County, Washington","Perkins County, South Dakota",MOVEDOUT,0
"King County, Washington","Stanley County, South Dakota",MOVEDIN,16
"King County, Washington","Stanley County, South Dakota",MOVEDOUT,0
"King County, Washington","Anderson County, Tennessee",MOVEDIN,0
"King County, Washington","Anderson County, Tennessee",MOVEDOUT,1
"King County, Washington","Bedford County, Tennessee",MOVEDIN,0
"King County, Washington","Bedford County, Tennessee",MOVEDOUT,2
"King County, Washington","Bradley County, Tennessee",MOVEDIN,8
"King County, Washington","Bradley County, Tennessee",MOVEDOUT,44
"King County, Washington","Clay County, Tennessee",MOVEDIN,0
"King County, Washington","Clay County, Tennessee",MOVEDOUT,2
"King County, Washington","Davidson County, Tennessee",MOVEDIN,66
"King County, Washington","Davidson County, Tennessee",MOVEDOUT,213
"King County, Washington","Hamilton County, Tennessee",MOVEDIN,8
"King County, Washington","Hamilton County, Tennessee",MOVEDOUT,14
"King County, Washington","Haywood County, Tennessee",MOVEDIN,0
"King County, Washington","Haywood County, Tennessee",MOVEDOUT,15
"King County, Washington","Knox County, Tennessee",MOVEDIN,14
"King County, Washington","Knox County, Tennessee",MOVEDOUT,23
"King County, Washington","Madison County, Tennessee",MOVEDIN,0
"King County, Washington","Madison County, Tennessee",MOVEDOUT,28
"King County, Washington","Montgomery County, Tennessee",MOVEDIN,0
"King County, Washington","Montgomery County, Tennessee",MOVEDOUT,19
"King County, Washington","Rutherford County, Tennessee",MOVEDIN,22
"King County, Washington","Rutherford County, Tennessee",MOVEDOUT,0
"King County, Washington","Shelby County, Tennessee",MOVEDIN,53
"King County, Washington","Shelby County, Tennessee",MOVEDOUT,70
"King County, Washington","Sullivan County, Tennessee",MOVEDIN,0
"King County, Washington","Sullivan County, Tennessee",MOVEDOUT,1
"King County, Washington","Sumner County, Tennessee",MOVEDIN,0
"King County, Washington","Sumner County, Tennessee",MOVEDOUT,10
"King County, Washington","Williamson County, Tennessee",MOVEDIN,18
"King County, Washington","Williamson County, Tennessee",MOVEDOUT,30
"King County, Washington","Wilson County, Tennessee",MOVEDIN,16
"King County, Washington","Wilson County, Tennessee",MOVEDOUT,19
"King County, Washington","Angelina County, Texas",MOVEDIN,18
"King County, Washington","Angelina County, Texas",MOVEDOUT,0
"King County, Washington","Archer County, Texas",MOVEDIN,0
