Year,Age,Female,Male,Total
1947,27,1210217.89,1161056.12,2371274.01
1947,28,1191539.12,1139168.04,2330707.16
1947,29,1172724.14,1114429.86,2287154
1947,30,1147514.52,1095680.72,2243195.24
1947,31,1139440.74,1093263.39,2232704.13
1947,32,1130045.85,1086455.83,2216501.68
1947,33,1119741.89,1076305.95,2196047.84
1947,34,1108357.87,1064916.02,2173273.89
1947,35,1102601.93,1055527.33,2158129.26
1947,36,1084894.62,1043078.34,2127972.96
1947,37,1069173.13,1032465.57,2101638.7
1947,38,1056814.05,1023592.66,2080406.71
1947,39,1044157.36,1013968.48,2058125.84
1947,40,1021952.66,999018.88,2020971.54
1947,41,996176.35,978322.17,1974498.52
1947,42,971610.63,958635.57,1930246.2
1947,43,949228.69,942327.01,1891555.7
1947,44,930074.84,928297.37,1858372.21
1947,45,917909.67,917852.96,1835762.63
1947,46,905809.53,906669.35,1812478.88
1947,47,892089.28,893812.53,1785901.81
1947,48,875665.55,878876.4,1754541.95
1947,49,858613.27,865324.75,1723938.02
1947,50,836194.78,849376.77,1685571.55
1947,51,813362.25,830074.08,1643436.33
1947,52,790559.42,808569.97,1599129.39
1947,53,765924.25,783136.56,1549060.81
1947,54,739594.58,755388.82,1494983.4
1947,55,714997.18,727467,1442464.18
1947,56,692486.06,705838.43,1398324.49
1947,57,669084.36,683586.45,1352670.81
1947,58,643681.32,659307.18,1302988.5
1947,59,617129.14,632390.99,1249520.13
1947,60,592964.2,607202.59,1200166.79
1947,61,576873.53,585469.09,1162342.62
1947,62,561123.58,564569.24,1125692.82
1947,63,546476.07,545258.35,1091734.42
1947,64,532354.88,526201.81,1058556.69
1947,65,516188.92,504249.72,1020438.64
1947,66,489413.85,475033.1,964446.95
1947,67,462385.02,445570.5,907955.52
1947,68,434385.18,415844.22,850229.4
1947,69,406971.33,387652.18,794623.51
1947,70,379073.27,360468.06,739541.33
1947,71,352369.33,333207.75,685577.08
1947,72,324190.39,304749.13,628939.52
1947,73,294116.55,274783.96,568900.51
1947,74,264653.51,245380.92,510034.43
1947,75,238124.04,217753.74,455877.78
1947,76,217483.25,196010.74,413493.99
1947,77,198112.19,175873.51,373985.7
1947,78,179862.04,157407.59,337269.63
1947,79,162538.18,140104.9,302643.08
1947,80,146696.56,120343.16,267039.72
1947,81,125179.46,101092.8,226272.26
1947,82,105671.41,83493.31,189164.72
1947,83,89864.16,69792.15,159656.31
1947,84,77350.49,58971.99,136322.48
1947,85,66475.73,49388.93,115864.66
1947,86,55588.53,40381.2,95969.73
1947,87,44156.59,31391.55,75548.14
1947,88,34368.68,23842.48,58211.16
1947,89,26710.51,17939.48,44649.99
1947,90,20405.64,13202.96,33608.6
1947,91,15157.94,9578.16,24736.1
1947,92,10958.88,6747.4,17706.28
1947,93,7836.12,4714.67,12550.79
1947,94,5594.39,3297.39,8891.78
1947,95,4000.88,2355.6,6356.48
1947,96,2963.71,1765.53,4729.24
1947,97,2178.3,1273.47,3451.77
1947,98,1558.5,913.45,2471.95
1947,99,1117.24,631.28,1748.52
1947,100,757.23,421.91,1179.14
1947,101,516.86,286.42,803.28
1947,102,351.3,189.45,540.75
1947,103,224.88,123,347.88
1947,104,140.1,79.71,219.81
1947,105,91.72,50.76,142.48
1947,106,59.54,34,93.54
1947,107,40.11,21.1,61.21
1947,108,25.37,14,39.37
1947,109,16.71,9.23,25.94
1947,110+,40.74,14.65,55.39
1948,0,1615883.21,1694540.14,3310423.35
1948,1,1472260.95,1534749.35,3007010.3
1948,2,1323410.28,1364453.39,2687863.67
1948,3,1368538.58,1411427.17,2779965.75
1948,4,1411058.66,1466714.28,2877772.94
1948,5,1330203.82,1378909.55,2709113.37
1948,6,1205823.56,1246913.95,2452737.51
1948,7,1137756.84,1174163.62,2311920.46
1948,8,1099767.04,1134742.94,2234509.98
1948,9,1086467.64,1121970.91,2208438.55
1948,10,1084263.85,1124009.78,2208273.63
1948,11,1058334.66,1099031.23,2157365.89
1948,12,1052195.95,1095881.26,2148077.21
1948,13,1044028.74,1081215.56,2125244.3
1948,14,1041273.79,1077398.93,2118672.72
1948,15,1065000.02,1100337.83,2165337.85
1948,16,1095925.28,1128909.12,2224834.4
1948,17,1119634.16,1138206.87,2257841.03
1948,18,1131880.2,1017264.61,2149144.81
1948,19,1142897.32,1050308.97,2193206.29
1948,20,1154656.44,1069441.16,2224097.6
1948,21,1175576.17,1099962.93,2275539.1
1948,22,1193443.75,1130645.45,2324089.2
1948,23,1212655.7,1157388.79,2370044.49
1948,24,1233130.45,1184087.18,2417217.63
1948,25,1252086.78,1208316.65,2460403.43
1948,26,1243143.17,1197004.17,2440147.34
1948,27,1227067.27,1178326.24,2405393.51
1948,28,1208363.47,1158966.73,2367330.2
1948,29,1186945.29,1133945.61,2320890.9
1948,30,1158547.68,1105979.97,2264527.65
1948,31,1149730.96,1101664.17,2251395.13
1948,32,1144603.54,1100271.58,2244875.12
1948,33,1137988.1,1094685.94,2232674.04
1948,34,1130236.58,1084971.45,2215208.03
1948,35,1128135.03,1078369.28,2206504.31
1948,36,1112242.79,1066341.88,2178584.67
1948,37,1091801.33,1051750.75,2143552.08
1948,38,1074075.23,1039683.92,2113759.15
1948,39,1060593.67,1030489.28,2091082.95
1948,40,1039928.08,1016619.33,2056547.41
1948,41,1013563.79,996145.67,2009709.46
1948,42,988455.02,974843.32,1963298.34
1948,43,964367.78,954990.19,1919357.97
1948,44,942356.29,938506.09,1880862.38
1948,45,925293.05,924273.63,1849566.68
1948,46,910412.59,909958.67,1820371.26
1948,47,897857.04,898027.54,1795884.58
1948,48,883364.05,884138.02,1767502.07
1948,49,865849.05,868125.42,1733974.47
1948,50,845215.45,851459.95,1696675.4
1948,51,824041.99,833452.67,1657494.66
1948,52,801835.98,814116.24,1615952.22
1948,53,779548.08,792275.48,1571823.56
1948,54,755128.47,766235.89,1521364.36
1948,55,731173.64,739049.73,1470223.37
1948,56,708775.56,717922.67,1426698.23
1948,57,685730.74,695956.93,1381687.67
1948,58,661657.93,673330.25,1334988.18
1948,59,635663.13,648834.06,1284497.19
1948,60,609656.02,623973.36,1233629.38
1948,61,591739.7,601235.61,1192975.31
1948,62,575248.62,578282.32,1153530.94
1948,63,559187.75,556410.7,1115598.45
1948,64,544430.21,536440.75,1080870.96
1948,65,530020.49,515363.73,1045384.22
1948,66,504015.15,486139.83,990154.98
1948,67,476140.17,456372.1,932512.27
1948,68,448293.42,426579.69,874873.11
1948,69,419320.5,396456.43,815776.93
1948,70,388715.64,366611.26,755326.9
1948,71,360106.36,337975.82,698082.18
1948,72,333983.96,311347.97,645331.93
1948,73,306163.46,283425.22,589588.68
1948,74,276364.58,253982.64,530347.22
1948,75,248738.04,225980.81,474718.85
1948,76,226836.38,203538.38,430374.76
1948,77,205989.89,182147.17,388137.06
1948,78,186492.12,162478.8,348970.92
1948,79,168368.8,144707.21,313076.01
1948,80,153251.47,124731.98,277983.45
1948,81,133165.17,106759.03,239924.2
1948,82,112376.87,88635.72,201012.59
1948,83,93626.94,72118.12,165745.06
1948,84,78607.15,59453.68,138060.83
1948,85,66870.02,49581.51,116451.53
1948,86,56915.91,41041.74,97957.65
1948,87,46973.31,33043.57,80016.88
1948,88,36561.53,25090.85,61652.38
1948,89,27869.34,18606.07,46475.41
1948,90,21326.91,13749.81,35076.72
1948,91,16172.43,10047.98,26220.41
1948,92,11883.91,7260.55,19144.46
1948,93,8476.99,5088.98,13565.97
1948,94,5979.37,3537.3,9516.67
1948,95,4192.71,2426.05,6618.76
1948,96,2965.62,1705.54,4671.16
1948,97,2207.7,1280.1,3487.8
1948,98,1638.4,919.7,2558.1
1948,99,1171.57,658.36,1829.93
1948,100,803.95,441.18,1245.13
1948,101,533.18,294.64,827.82
1948,102,363.71,200.98,564.69
1948,103,249.4,134.55,383.95
1948,104,161.34,88.85,250.19
1948,105,100.18,58.3,158.48
1948,106,66.4,37.47,103.87
1948,107,44.44,26.13,70.57
1948,108,31.29,16.43,47.72
1948,109,20.22,11.33,31.55
1948,110+,51.84,21.38,73.22
1949,0,1548567.83,1620913.61,3169481.44
1949,1,1658664.06,1732994.21,3391658.27
1949,2,1571856.48,1623055.1,3194911.58
1949,3,1346611.36,1387986.13,2734597.49
1949,4,1359502.37,1413805.02,2773307.39
1949,5,1377787.48,1428473.22,2806260.7
1949,6,1333436.24,1381911.07,2715347.31
1949,7,1210082.73,1250997.29,2461080.02
1949,8,1139830.58,1175641.95,2315472.53
1949,9,1104142.78,1139835.04,2243977.82
1949,10,1110963.91,1157284.04,2268247.95
1949,11,1082256.24,1120711.94,2202968.18
1949,12,1057224.82,1094804.33,2152029.15
1949,13,1053857.27,1093642.06,2147499.33
1949,14,1043403.41,1074191.63,2117595.04
1949,15,1037756.76,1063265.98,2101022.74
1949,16,1059830.33,1087358.07,2147188.4
1949,17,1093231.06,1119875.04,2213106.1
1949,18,1117626.76,1054079.54,2171706.3
1949,19,1129897.55,1070284.39,2200181.94
1949,20,1142172.37,1081306.56,2223478.93
1949,21,1167741.88,1102722.18,2270464.06
1949,22,1189234.73,1124726.34,2313961.07
1949,23,1208041.64,1146768.59,2354810.23
1949,24,1228754.08,1170407.35,2399161.43
1949,25,1253098.04,1196779.22,2449877.26
1949,26,1256899.55,1202157.49,2459057.04
1949,27,1246382.13,1191745.01,2438127.14
1949,28,1227991.29,1174077.67,2402068.96
1949,29,1206725.88,1153295.41,2360021.29
1949,30,1178804.78,1124580.46,2303385.24
1949,31,1162111.95,1109386.95,2271498.9
1949,32,1155594.09,1105312.75,2260906.84
1949,33,1153341.49,1105248.02,2258589.51
1949,34,1149410.47,1101560,2250970.47
1949,35,1148389.49,1096308.37,2244697.86
1949,36,1139043.65,1090723.42,2229767.07
1949,37,1120657.22,1077523.84,2198181.06
1949,38,1097364.53,1061078.65,2158443.18
1949,39,1077540.76,1047521.38,2125062.14
1949,40,1058339.36,1035257.73,2093597.09
1949,41,1030572.8,1013625.21,2044198.01
1949,42,1005018.36,992369.7,1997388.06
1949,43,980414.18,970266.64,1950680.82
1949,44,956677.94,950096.65,1906774.59
1949,45,935776.15,933184.76,1868960.91
1949,46,915999.21,914231.02,1830230.23
1949,47,900677.69,899360.61,1800038.3
1949,48,887654.73,886612.77,1774267.5
1949,49,872411.43,871644.21,1744055.64
1949,50,852928.69,853790.43,1706719.12
1949,51,835825.79,837919.06,1673744.85
1949,52,814946.93,819647.9,1634594.83
1949,53,793221.38,800116.51,1593337.89
1949,54,771307.35,778074.54,1549381.89
1949,55,748315.32,752251.93,1500567.25
1949,56,726846.95,732120.22,1458967.17
1949,57,703865.94,710528.48,1414394.42
1949,58,680214.41,688178.93,1368393.34
1949,59,655411.98,665027.3,1320439.28
1949,60,628925.76,640980.73,1269906.49
1949,61,607312.96,617403.19,1224716.15
1949,62,589013.59,593564.04,1182577.63
1949,63,572103.13,569419.92,1141523.05
1949,64,555782.39,546579.02,1102361.41
1949,65,541101.88,525225.28,1066327.16
1949,66,518845.99,497155.85,1016001.84
1949,67,491502.4,467234.65,958737.05
1949,68,462457.88,436925.15,899383.03
1949,69,433768.08,406905.19,840673.27
1949,70,402528.19,375802.91,778331.1
1949,71,369494.34,343857.79,713352.13
1949,72,341368.78,315761.12,657129.9
1949,73,315779.41,289750.12,605529.53
1949,74,288347.25,262436.02,550783.27
1949,75,259733.58,234108.96,493842.54
1949,76,236795.91,211119.89,447915.8
1949,77,214723.03,189034.19,403757.22
1949,78,193765.8,168133.18,361898.98
1949,79,174259.84,149047.18,323307.02
1949,80,159595.76,128775.83,288371.59
1949,81,139376.63,110716.42,250093.05
1949,82,120031.89,93889.38,213921.27
1949,83,100026.34,76884.46,176910.8
1949,84,82100.34,61457.74,143558.08
1949,85,67902.15,49808.64,117710.79
1949,86,57130.29,41048,98178.29
1949,87,48149.64,33565.87,81715.51
1949,88,39238.97,26630.86,65869.83
1949,89,29917.6,19746.83,49664.43
1949,90,22320.02,14293.33,36613.35
1949,91,16908.23,10454.73,27362.96
1949,92,12704.56,7584.33,20288.89
1949,93,9215.06,5465.21,14680.27
1949,94,6455.38,3798.81,10254.19
1949,95,4447.07,2589.38,7036.45
1949,96,3066.59,1738.98,4805.57
1949,97,2149.77,1211.84,3361.61
1949,98,1629.72,934.99,2564.71
1949,99,1225.88,678.4,1904.28
1949,100,830.91,465.34,1296.25
1949,101,550.65,302.6,853.25
1949,102,367.3,204.14,571.44
1949,103,252.04,141.5,393.54
1949,104,176.24,97.14,273.38
1949,105,116.41,66.06,182.47
1949,106,72.39,44.33,116.72
1949,107,49.04,28.98,78.02
1949,108,34.25,21.22,55.47
1949,109,25.42,13.57,38.99
1949,110+,65.48,29.99,95.47
1950,0,1547234.55,1610745.08,3157979.63
1950,1,1601821.22,1674578.25,3276399.47
1950,2,1754583.52,1815286.05,3569869.57
1950,3,1590845.28,1643587.53,3234432.81
1950,4,1337197.01,1393637.22,2730834.23
1950,5,1332366.85,1381460.21,2713827.06
1950,6,1382586.33,1433211.94,2815798.27
1950,7,1339488.46,1394531.54,2734020
1950,8,1213364.78,1253866.76,2467231.54
1950,9,1145200.54,1181655.36,2326855.9
1950,10,1126468.04,1171397.62,2297865.66
1950,11,1111230.24,1155348.59,2266578.83
1950,12,1083716.11,1120215.55,2203931.66
1950,13,1058604.7,1094117.27,2152721.97
1950,14,1055413.06,1089777.58,2145190.64
1950,15,1040560.27,1061962.81,2102523.08
1950,16,1027761.77,1047613,2075374.77
1950,17,1054230.62,1075136.96,2129367.58
1950,18,1089598.05,1050474.1,2140072.15
1950,19,1113197.25,1076220.84,2189418.09
1950,20,1129851.86,1079058.67,2208910.53
1950,21,1154758.07,1099602.27,2254360.34
1950,22,1177304.14,1116183.77,2293487.91
1950,23,1204505.67,1144458.54,2348964.21
1950,24,1221002.69,1160693.51,2381696.2
1950,25,1241214.96,1182493.17,2423708.13
1950,26,1262365.96,1202484.91,2464850.87
1950,27,1265653.18,1207544.78,2473197.96
1950,28,1242849.97,1183319.19,2426169.16
1950,29,1231956.21,1175694.93,2407651.14
1950,30,1208144.57,1152302.96,2360447.53
1950,31,1179962.44,1126420.69,2306383.13
1950,32,1162499.34,1107944.47,2270443.81
1950,33,1163984.68,1112109.78,2276094.46
1950,34,1163171.76,1113315.24,2276487
1950,35,1160521.78,1109541.42,2270063.2
1950,36,1159160.5,1110769.03,2269929.53
1950,37,1147116.8,1102850.58,2249967.38
1950,38,1126779.55,1088336.52,2215116.07
1950,39,1098705.7,1068138.08,2166843.78
1950,40,1073787.49,1049745.99,2123533.48
1950,41,1048248.12,1031854.24,2080102.36
1950,42,1022279.42,1010567.65,2032847.07
1950,43,996896.48,988020,1984916.48
1950,44,972686.91,964924.45,1937611.36
1950,45,950922.82,945768.2,1896691.02
1950,46,924652.49,920918.3,1845570.79
1950,47,906120.2,903292.15,1809412.35
1950,48,891326.82,889394.84,1780721.66
1950,49,872787.65,870160.27,1742947.92
1950,50,860479.5,857841.66,1718321.16
1950,51,847055.48,843935.41,1690990.89
1950,52,828214.94,826242.17,1654457.11
1950,53,805507.29,805589.99,1611097.28
1950,54,784964.09,786928.25,1571892.34
1950,55,763600.58,765256.21,1528856.79
1950,56,741407.98,744474.15,1485882.13
1950,57,719087.3,723509.11,1442596.41
1950,58,697639.85,703315.55,1400955.4
1950,59,673585.33,680250.92,1353836.25
1950,60,644411.2,652751.56,1297162.76
1950,61,620565.37,629385.68,1249951.05
1950,62,600500.89,606156.98,1206657.87
1950,63,582944.08,581735.84,1164679.92
1950,64,566788.76,557207.59,1123996.35
1950,65,552813.69,535329.39,1088143.08
1950,66,536794.15,510604.98,1047399.13
1950,67,514880.1,483551.53,998431.63
1950,68,483735.87,450948.24,934684.11
1950,69,452441.55,419899.9,872341.45
1950,70,418712.65,386669.37,805382.02
1950,71,382547.91,352462.28,735010.19
1950,72,349292.93,320531.45,669824.38
1950,73,323125.22,294134.89,617260.11
1950,74,297696.38,268375.27,566071.65
1950,75,271693.68,242710.6,514404.28
1950,76,247112.35,218508.35,465620.7
1950,77,223773.26,195642.92,419416.18
1950,78,202053.9,174370.91,376424.81
1950,79,180951.99,153881.07,334833.06
1950,80,169286.19,135425.06,304711.25
1950,81,145387.85,114208.62,259596.47
1950,82,125886.16,97315.45,223201.61
1950,83,107340.24,81680.5,189020.74
1950,84,88214.87,65893.51,154108.38
1950,85,71199.81,51652.51,122852.32
1950,86,58058.6,41281.76,99340.36
1950,87,48317.84,33689.32,82007.16
1950,88,40386.99,27316.13,67703.12
1950,89,32544.82,21430.81,53975.63
1950,90,24261.15,15502.52,39763.67
1950,91,17734.42,10973.94,28708.36
1950,92,13238.4,7899.48,21137.88
1950,93,9829.94,5662.64,15492.58
1950,94,7015.09,4046.51,11061.6
1950,95,4798.37,2748.14,7546.51
1950,96,3259.07,1838.81,5097.88
1950,97,2236.64,1212.76,3449.4
1950,98,1587.94,854.97,2442.91
1950,99,1246.1,692.47,1938.57
1950,100,903.81,483.65,1387.46
1950,101,577.39,316.72,894.11
1950,102,385.09,207.24,592.33
1950,103,263.03,142.99,406.02
1950,104,184.64,102.04,286.68
1950,105,133.9,72.77,206.67
1950,106,91.52,51.49,143.01
1950,107,57.67,35.56,93.23
1950,108,40.26,23.75,64.01
1950,109,29.33,18.25,47.58
1950,110+,85.92,40.64,126.56
1951,0,1583260.84,1639347.44,3222608.28
1951,1,1606699.16,1679827.64,3286526.8
1951,2,1690404.12,1747236.99,3437641.11
1951,3,1777102.44,1839964.53,3617066.97
1951,4,1578935.32,1649184.35,3228119.67
1951,5,1315540.57,1363891.69,2679432.26
1951,6,1337870.97,1386628.21,2724499.18
1951,7,1389975.3,1452540.94,2842516.24
1951,8,1342490.17,1390448.62,2732938.79
1951,9,1218572.9,1260024.26,2478597.16
1951,10,1165776.5,1210795.65,2376572.15
1951,11,1127782.61,1171057.45,2298840.06
1951,12,1113727.74,1156479.96,2270207.7
1951,13,1085350.46,1120079.65,2205430.11
1951,14,1061871.62,1095290.59,2157162.21
1951,15,1047283.27,1064430.56,2111713.83
1951,16,1038978.18,1056335.07,2095313.25
1951,17,1024869.34,1041521.28,2066390.62
1951,18,1050248.13,1016737.68,2066985.81
1951,19,1082048.98,1042821.48,2124870.46
1951,20,1114012.29,1053928.76,2167941.05
1951,21,1141511.12,1064932.99,2206444.11
1951,22,1150674.47,1056966.86,2207641.33
1951,23,1198394.6,1110979.51,2309374.11
1951,24,1210287.47,1129191.38,2339478.85
1951,25,1216072.21,1145198.28,2361270.49
1951,26,1259119.17,1194164.86,2453284.03
1951,27,1280521.07,1221045.73,2501566.8
1951,28,1230385.03,1161596.99,2391982.02
1951,29,1253832.27,1190350.3,2444182.57
1951,30,1246609.77,1183517.06,2430126.83
1951,31,1203387.72,1147222.3,2350610.02
1951,32,1166319.64,1103139.41,2269459.05
1951,33,1178949.78,1121901.52,2300851.3
1951,34,1176381.9,1124814.23,2301196.13
1951,35,1164934.83,1113278.36,2278213.19
1951,36,1170544.73,1121748.59,2292293.32
1951,37,1163664.08,1117789.4,2281453.48
1951,38,1151808.56,1109796.83,2261605.39
1951,39,1120124.51,1087445.35,2207569.86
1951,40,1082653.33,1054146.61,2136799.94
1951,41,1065243.45,1046333.96,2111577.41
1951,42,1044117.39,1029982.53,2074099.92
1951,43,1016797.52,1005643.79,2022441.31
1951,44,991812.97,980979.04,1972792.01
1951,45,974679.72,963837.27,1938516.99
1951,46,939851.12,931554.32,1871405.44
1951,47,921646.78,915532.34,1837179.12
1951,48,907504.93,905387.9,1812892.83
1951,49,867389.06,863289.91,1730678.97
1951,50,867055.02,862026.81,1729081.83
1951,51,860994.19,854429.31,1715423.5
1951,52,838687.76,832916.61,1671604.37
1951,53,810153.99,805060.59,1615214.58
1951,54,791718.44,788591.34,1580309.78
1951,55,775833.95,774002.77,1549836.72
1951,56,751570.87,751499.62,1503070.49
1951,57,730358.58,731332.34,1461690.92
1951,58,719149.04,720713.59,1439862.63
1951,59,698297.31,700261.36,1398558.67
1951,60,656237.19,658883.74,1315120.93
1951,61,632816.68,636524.88,1269341.56
1951,62,617199.31,618972.61,1236171.92
1951,63,597257.09,593765.6,1191022.69
1951,64,577144.11,566463.78,1143607.89
1951,65,564935.53,545124.45,1110059.98
1951,66,554783.66,524443.45,1079227.11
1951,67,539066.7,502268.27,1041334.97
1951,68,505049.58,465249.97,970299.55
1951,69,473033.88,434498.6,907532.48
1951,70,435358.95,398074.37,833433.32
1951,71,398163.87,363287.87,761451.74
1951,72,358602.07,326652.32,685254.39
1951,73,332756.65,300708.1,633464.75
1951,74,305419.27,272978.33,578397.6
1951,75,284090.78,251831.88,535922.66
1951,76,258050.11,226430.85,484480.96
1951,77,232707.72,201911.26,434618.98
1951,78,211283.38,180839.81,392123.19
1951,79,188938.89,159227.58,348166.47
1951,80,178852.4,141331.53,320183.93
1951,81,154326.84,120189.43,274516.27
1951,82,131089.93,100046.79,231136.72
1951,83,112415.12,84334.57,196749.69
1951,84,94861.56,69987.73,164849.29
1951,85,76829.33,55524.77,132354.1
1951,86,61066.65,42724.58,103791.23
1951,87,49094.2,33645,82739.2
1951,88,40472.93,27237.96,67710.89
1951,89,33612.31,21944.39,55556.7
1951,90,26748.76,17002.34,43751.1
1951,91,19462.36,11976.76,31439.12
1951,92,13803.98,8204.7,22008.68
1951,93,10091.25,5777.7,15868.95
1951,94,7381.04,4079.25,11460.29
1951,95,5162.38,2883.84,8046.22
1951,96,3481.22,1943.09,5424.31
1951,97,2352.21,1300.19,3652.4
1951,98,1633.85,868.77,2502.62
1951,99,1183.02,633.8,1816.82
1951,100,903.43,500.51,1403.94
1951,101,629.17,326.01,955.18
1951,102,391.54,211.84,603.38
1951,103,266.04,141.77,407.81
1951,104,189.49,102.18,291.67
1951,105,138.02,76.45,214.47
1951,106,105.18,57.43,162.61
1951,107,74.96,42.59,117.55
1951,108,48.06,30.36,78.42
1951,109,34.64,20.74,55.38
1951,110+,109.31,56.03,165.34
1952,0,1648457.37,1706915.23,3355372.6
1952,1,1644811.99,1716438.92,3361250.91
1952,2,1689391.16,1746327.55,3435718.71
1952,3,1711013.98,1768904.26,3479918.24
1952,4,1764051.74,1843006.68,3607058.42
1952,5,1556904.25,1615297.04,3172201.29
1952,6,1319063.51,1366577.88,2685641.39
1952,7,1344400.13,1403252.28,2747652.41
1952,8,1389810.9,1439796.56,2829607.46
1952,9,1345559.68,1395118.02,2740677.7
1952,10,1237705.98,1287429.71,2525135.69
1952,11,1166674.28,1210073.25,2376747.53
1952,12,1129586.19,1171620.02,2301206.21
1952,13,1113332.32,1154065.11,2267397.43
1952,14,1089252.76,1122047.5,2211300.26
1952,15,1047670.22,1058601.92,2106272.14
1952,16,1057237.58,1074546.07,2131783.65
1952,17,1041734.62,1060946.69,2102681.31
1952,18,1023998.86,981897.67,2005896.53
1952,19,1043791.7,980982.48,2024774.18
1952,20,1084675.9,981547.52,2066223.42
1952,21,1125952.28,997474.69,2123426.97
1952,22,1129475.85,973104.7,2102580.55
1952,23,1176399.24,1028406.36,2204805.6
1952,24,1200348.28,1077485.91,2277834.19
1952,25,1195468.26,1105841.77,2301310.03
1952,26,1240676.89,1172076.66,2412753.55
1952,27,1283447.52,1226274.13,2509721.65
1952,28,1223692.94,1153077.88,2376770.82
1952,29,1244130.84,1173149.23,2417280.07
1952,30,1275670.45,1206275.35,2481945.8
1952,31,1240108.81,1179463.95,2419572.76
1952,32,1181597.12,1112630.44,2294227.56
1952,33,1190394.64,1125333.45,2315728.09
1952,34,1194883.77,1140932.43,2335816.2
1952,35,1173239.36,1121433.41,2294672.77
1952,36,1174713.22,1124755.16,2299468.38
1952,37,1173521.93,1126856.93,2300378.86
1952,38,1164460.15,1119480.74,2283940.89
1952,39,1139137.07,1103040.87,2242177.94
1952,40,1096496.54,1063847.39,2160343.93
1952,41,1076243.22,1052375.63,2128618.85
1952,42,1063454.63,1044790.07,2108244.7
1952,43,1041312.14,1025559.76,2066871.9
1952,44,1014619,999030.39,2013649.39
1952,45,999422.11,982584.11,1982006.22
1952,46,965118.07,950625.9,1915743.97
1952,47,942824.75,931825.32,1874650.07
1952,48,931857.81,927600.49,1859458.3
1952,49,878883.3,874500.67,1753383.97
1952,50,865779.03,859261.66,1725040.69
1952,51,870807.25,862231.11,1733038.36
1952,52,851742.48,843832.77,1695575.25
1952,53,814895.45,807301.5,1622196.95
1952,54,792964.48,785890.77,1578855.25
1952,55,783806.42,776842.03,1560648.45
1952,56,762989.9,757340.37,1520330.27
1952,57,741829.34,736986.15,1478815.49
1952,58,738527.11,733676.98,1472204.09
1952,59,726700.54,721200.04,1447900.58
1952,60,679467.88,674433.79,1353901.67
1952,61,646984.64,642923.15,1289907.79
1952,62,635653.79,629805.11,1265458.9
1952,63,618157.16,608179.89,1226337.05
1952,64,591780.95,577312.42,1169093.37
1952,65,575099.82,553407.25,1128507.07
1952,66,566754.65,534400.85,1101155.5
1952,67,555087.21,515773.26,1070860.47
1952,68,522255.04,479240.84,1001495.88
1952,69,490206.68,447266.39,937473.07
1952,70,453005.39,410938.87,863944.26
1952,71,414565.56,375097.99,789663.55
1952,72,372077.32,336624.48,708701.8
1952,73,343512.82,308746.43,652259.25
1952,74,315253.66,280059.06,595312.72
1952,75,293912.15,258806.24,552718.39
1952,76,269617.58,235103.41,504720.99
1952,77,242885.66,209338.58,452224.24
1952,78,220299.33,186906.31,407205.64
1952,79,197947.79,165023.3,362971.09
1952,80,180654.15,142705.34,323359.49
1952,81,163304.99,125767.2,289072.19
1952,82,139405.81,105733.38,245139.19
1952,83,116923.59,86728.87,203652.46
1952,84,99131.77,72184.64,171316.41
1952,85,82616.95,59050.36,141667.31
1952,86,66143.8,46227.49,112371.29
1952,87,51890.19,34997.15,86887.34
1952,88,41200.16,27234.44,68434.6
1952,89,33592.2,21721.74,55313.94
1952,90,27212.25,17026.14,44238.39
1952,91,21377.51,13091.34,34468.85
1952,92,15372.34,9084.61,24456.95
1952,93,10651.12,6064.79,16715.91
1952,94,7599.3,4210.73,11810.03
1952,95,5409.34,2908.02,8317.36
1952,96,3758.13,2017.57,5775.7
1952,97,2482.03,1353.95,3835.98
1952,98,1657.82,907.56,2565.38
1952,99,1172.47,615.27,1787.74
1952,100,833.24,442.11,1275.35
1952,101,636.07,343.39,979.46
1952,102,449.69,223.36,673.05
1952,103,274,145.41,419.41
1952,104,193.24,101.46,294.7
1952,105,146.05,77.77,223.82
1952,106,111.43,61.6,173.03
1952,107,89.39,48.79,138.18
1952,108,66.18,37.73,103.91
1952,109,43.15,27.6,70.75
1952,110+,138.95,74.13,213.08
1953,0,1703883.46,1766289.45,3470172.91
1953,1,1704630.5,1776735.35,3481365.85
1953,2,1718243.12,1774860.38,3493103.5
1953,3,1706441.55,1763760.68,3470202.23
1953,4,1700499.14,1772893.21,3473392.35
1953,5,1742944.3,1809892.56,3552836.86
1953,6,1559448.64,1616553.94,3176002.58
1953,7,1325818.97,1382191.54,2708010.51
1953,8,1342255.61,1390652.57,2732908.18
1953,9,1391962.88,1443599.79,2835562.67
1953,10,1365353.92,1422326.04,2787679.96
1953,11,1238966.69,1286540.15,2525506.84
1953,12,1168676.24,1210454.7,2379130.94
1953,13,1127946.21,1167263.05,2295209.26
1953,14,1119189.87,1157914.93,2277104.8
1953,15,1075256.73,1087739.19,2162995.92
1953,16,1054416.12,1065707.17,2120123.29
1953,17,1060222.76,1079094.28,2139317.04
1953,18,1041414.61,1006562.65,2047977.26
1953,19,1016728.07,953517.62,1970245.69
1953,20,1046801.34,920397.79,1967199.13
1953,21,1096242.89,937197.11,2033440
1953,22,1115633.27,936479.79,2052113.06
1953,23,1153139.44,980391.74,2133531.18
1953,24,1177982.56,1034331.34,2212313.9
1953,25,1186932.85,1091999.23,2278932.08
